2025-10-26 00:08:59.519 +03:00 [INF] Serilog initialized
2025-10-26 00:09:00.113 +03:00 [INF] Window loaded-OpenGL context created.
2025-10-26 00:09:01.820 +03:00 [INF] F1 key pressed. Generating curve points.
2025-10-26 00:09:01.838 +03:00 [INF] Generating 100 curve points between bounds 0 and 6.283185307179586.
2025-10-26 00:09:01.838 +03:00 [INF] Delta (dn) calculated as 0.06283185307179587.
2025-10-26 00:09:01.843 +03:00 [DBG] Point 13: u=0.8168140899333463, x=0.3422735529643443, y=0.19682152940378114
2025-10-26 00:09:01.843 +03:00 [DBG] Point 14: u=0.8796459430051422, x=0.3187119948743448, y=0.20803857554946312
2025-10-26 00:09:01.843 +03:00 [DBG] Point 15: u=0.942477796076938, x=0.2938926261462365, y=0.21843458848123581
2025-10-26 00:09:01.843 +03:00 [DBG] Point 16: u=1.0053096491487339, x=0.2679133974894983, y=0.22796853988554408
2025-10-26 00:09:01.843 +03:00 [DBG] Point 17: u=1.0681415022205298, x=0.24087683705085758, y=0.23660280361184322
2025-10-26 00:09:01.843 +03:00 [DBG] Point 18: u=1.1309733552923256, x=0.21288964578253633, y=0.2443033041658253
2025-10-26 00:09:01.843 +03:00 [DBG] Point 19: u=1.1938052083641215, x=0.18406227634233893, y=0.2510396511898279
2025-10-26 00:09:01.843 +03:00 [DBG] Point 20: u=1.2566370614359172, x=0.15450849718747373, y=0.2567852593996915
2025-10-26 00:09:01.843 +03:00 [DBG] Point 21: u=1.3194689145077132, x=0.12434494358242737, y=0.26151745350473043
2025-10-26 00:09:01.843 +03:00 [DBG] Point 22: u=1.3823007675795091, x=0.09369065729286226, y=0.265217557696746
2025-10-26 00:09:01.846 +03:00 [DBG] Point 23: u=1.4451326206513049, x=0.06266661678215213, y=0.26787096935490906
2025-10-26 00:09:01.847 +03:00 [DBG] Point 24: u=1.5079644737231008, x=0.03139525976465665, y=0.26946721667563334
2025-10-26 00:09:01.848 +03:00 [DBG] Point 25: u=1.5707963267948968, x=-8.040613248383182E-17, y=0.27
2025-10-26 00:09:01.853 +03:00 [DBG] Point 26: u=1.6336281798666925, x=-0.0313952597646567, y=0.26946721667563334
2025-10-26 00:09:01.853 +03:00 [DBG] Point 27: u=1.6964600329384885, x=-0.06266661678215218, y=0.267870969354909
2025-10-26 00:09:01.853 +03:00 [DBG] Point 28: u=1.7592918860102844, x=-0.09369065729286241, y=0.26521755769674593
2025-10-26 00:09:01.853 +03:00 [DBG] Point 29: u=1.8221237390820801, x=-0.12434494358242743, y=0.26151745350473043
2025-10-26 00:09:01.853 +03:00 [DBG] Point 30: u=1.884955592153876, x=-0.15450849718747378, y=0.2567852593996915
2025-10-26 00:09:01.853 +03:00 [DBG] Point 31: u=1.9477874452256718, x=-0.184062276342339, y=0.2510396511898279
2025-10-26 00:09:01.853 +03:00 [DBG] Point 32: u=2.0106192982974678, x=-0.21288964578253636, y=0.24430330416582527
2025-10-26 00:09:01.853 +03:00 [DBG] Point 33: u=2.0734511513692637, x=-0.24087683705085772, y=0.23660280361184316
2025-10-26 00:09:01.853 +03:00 [DBG] Point 34: u=2.1362830044410597, x=-0.26791339748949844, y=0.22796853988554405
2025-10-26 00:09:01.853 +03:00 [DBG] Point 35: u=2.199114857512855, x=-0.2938926261462365, y=0.21843458848123581
2025-10-26 00:09:01.853 +03:00 [DBG] Point 36: u=2.261946710584651, x=-0.3187119948743449, y=0.20803857554946312
2025-10-26 00:09:01.853 +03:00 [DBG] Point 37: u=2.324778563656447, x=-0.34227355296434436, y=0.19682152940378111
2025-10-26 00:09:01.853 +03:00 [DBG] Point 38: u=2.387610416728243, x=-0.36448431371070583, y=0.1848277186007459
2025-10-26 00:09:01.853 +03:00 [DBG] Point 39: u=2.450442269800039, x=-0.3852566213878947, y=0.17210447723214617
2025-10-26 00:09:01.853 +03:00 [DBG] Point 40: u=2.5132741228718345, x=-0.40450849718747367, y=0.15870201811896778
2025-10-26 00:09:01.853 +03:00 [DBG] Point 41: u=2.5761059759436304, x=-0.42216396275100754, y=0.1446732346443291
2025-10-26 00:09:01.853 +03:00 [DBG] Point 42: u=2.6389378290154264, x=-0.4381533400219318, y=0.13007349200746313
2025-10-26 00:09:01.853 +03:00 [DBG] Point 43: u=2.7017696820872223, x=-0.4524135262330098, y=0.11496040872256959
2025-10-26 00:09:01.853 +03:00 [DBG] Point 44: u=2.7646015351590183, x=-0.46488824294412573, y=0.099393629224863
2025-10-26 00:09:01.853 +03:00 [DBG] Point 45: u=2.8274333882308142, x=-0.4755282581475768, y=0.08343458848123572
2025-10-26 00:09:01.853 +03:00 [DBG] Point 46: u=2.8902652413026098, x=-0.48429158056431554, y=0.0671462695345108
2025-10-26 00:09:01.853 +03:00 [DBG] Point 47: u=2.9530970943744057, x=-0.49114362536434436, y=0.05059295493814564
2025-10-26 00:09:01.854 +03:00 [DBG] Point 48: u=3.0159289474462017, x=-0.49605735065723894, y=0.033839973062362104
2025-10-26 00:09:01.854 +03:00 [DBG] Point 49: u=3.0787608005179976, x=-0.4990133642141358, y=0.01695344027291455
2025-10-26 00:09:01.854 +03:00 [DBG] Point 50: u=3.1415926535897936, x=-0.5, y=-8.683862308253838E-17
2025-10-26 00:09:01.854 +03:00 [DBG] Point 51: u=3.204424506661589, x=-0.4990133642141358, y=-0.016953440272914604
2025-10-26 00:09:01.854 +03:00 [DBG] Point 52: u=3.267256359733385, x=-0.49605735065723894, y=-0.03383997306236216
2025-10-26 00:09:01.854 +03:00 [DBG] Point 53: u=3.330088212805181, x=-0.4911436253643443, y=-0.05059295493814569
2025-10-26 00:09:01.854 +03:00 [DBG] Point 54: u=3.392920065876977, x=-0.48429158056431554, y=-0.06714626953451086
2025-10-26 00:09:01.854 +03:00 [DBG] Point 55: u=3.455751918948773, x=-0.47552825814757677, y=-0.08343458848123589
2025-10-26 00:09:01.854 +03:00 [DBG] Point 56: u=3.518583772020569, x=-0.4648882429441256, y=-0.09939362922486315
2025-10-26 00:09:01.854 +03:00 [DBG] Point 57: u=3.5814156250923643, x=-0.45241352623300973, y=-0.11496040872256963
2025-10-26 00:09:01.856 +03:00 [DBG] Point 58: u=3.6442474781641603, x=-0.43815334002193174, y=-0.13007349200746315
2025-10-26 00:09:01.856 +03:00 [DBG] Point 59: u=3.7070793312359562, x=-0.4221639627510075, y=-0.14467323464432913
2025-10-26 00:09:01.856 +03:00 [DBG] Point 60: u=3.769911184307752, x=-0.4045084971874736, y=-0.1587020181189678
2025-10-26 00:09:01.856 +03:00 [DBG] Point 61: u=3.832743037379548, x=-0.3852566213878945, y=-0.1721044772321463
2025-10-26 00:09:01.856 +03:00 [DBG] Point 62: u=3.8955748904513436, x=-0.3644843137107058, y=-0.18482771860074595
2025-10-26 00:09:01.856 +03:00 [DBG] Point 63: u=3.9584067435231396, x=-0.3422735529643443, y=-0.19682152940378114
2025-10-26 00:09:01.857 +03:00 [DBG] Point 64: u=4.0212385965949355, x=-0.31871199487434476, y=-0.20803857554946315
2025-10-26 00:09:01.857 +03:00 [DBG] Point 65: u=4.084070449666731, x=-0.2938926261462366, y=-0.2184345884812358
2025-10-26 00:09:01.857 +03:00 [DBG] Point 66: u=4.1469023027385274, x=-0.26791339748949816, y=-0.22796853988554414
2025-10-26 00:09:01.857 +03:00 [DBG] Point 67: u=4.209734155810323, x=-0.24087683705085763, y=-0.2366028036118432
2025-10-26 00:09:01.857 +03:00 [DBG] Point 68: u=4.272566008882119, x=-0.21288964578253608, y=-0.24430330416582535
2025-10-26 00:09:01.857 +03:00 [DBG] Point 69: u=4.335397861953915, x=-0.1840622763423389, y=-0.2510396511898279
2025-10-26 00:09:01.857 +03:00 [DBG] Point 70: u=4.39822971502571, x=-0.15450849718747378, y=-0.2567852593996915
2025-10-26 00:09:01.857 +03:00 [DBG] Point 71: u=4.461061568097507, x=-0.12434494358242722, y=-0.26151745350473043
2025-10-26 00:09:01.857 +03:00 [DBG] Point 72: u=4.523893421169302, x=-0.09369065729286231, y=-0.265217557696746
2025-10-26 00:09:01.857 +03:00 [DBG] Point 73: u=4.586725274241099, x=-0.06266661678215187, y=-0.26787096935490906
2025-10-26 00:09:01.857 +03:00 [DBG] Point 74: u=4.649557127312894, x=-0.031395259764656604, y=-0.26946721667563334
2025-10-26 00:09:01.857 +03:00 [DBG] Point 75: u=4.71238898038469, x=-9.184850993605148E-17, y=-0.27
2025-10-26 00:09:01.857 +03:00 [DBG] Point 76: u=4.775220833456486, x=0.03139525976465686, y=-0.26946721667563334
2025-10-26 00:09:01.857 +03:00 [DBG] Point 77: u=4.838052686528282, x=0.06266661678215212, y=-0.26787096935490906
2025-10-26 00:09:01.857 +03:00 [DBG] Point 78: u=4.900884539600078, x=0.09369065729286256, y=-0.26521755769674593
2025-10-26 00:09:01.857 +03:00 [DBG] Point 79: u=4.9637163926718735, x=0.12434494358242747, y=-0.26151745350473043
2025-10-26 00:09:01.858 +03:00 [DBG] Point 80: u=5.026548245743669, x=0.15450849718747361, y=-0.2567852593996915
2025-10-26 00:09:01.858 +03:00 [DBG] Point 81: u=5.089380098815465, x=0.18406227634233913, y=-0.25103965118982785
2025-10-26 00:09:01.858 +03:00 [DBG] Point 82: u=5.152211951887261, x=0.2128896457825363, y=-0.2443033041658253
2025-10-26 00:09:01.858 +03:00 [DBG] Point 83: u=5.215043804959057, x=0.24087683705085786, y=-0.23660280361184313
2025-10-26 00:09:01.858 +03:00 [DBG] Point 84: u=5.277875658030853, x=0.2679133974894984, y=-0.22796853988554405
2025-10-26 00:09:01.858 +03:00 [DBG] Point 85: u=5.340707511102649, x=0.29389262614623685, y=-0.2184345884812357
2025-10-26 00:09:01.858 +03:00 [DBG] Point 86: u=5.403539364174445, x=0.318711994874345, y=-0.20803857554946306
2025-10-26 00:09:01.858 +03:00 [DBG] Point 87: u=5.46637121724624, x=0.3422735529643443, y=-0.19682152940378114
2025-10-26 00:09:01.858 +03:00 [DBG] Point 88: u=5.529203070318037, x=0.36448431371070594, y=-0.18482771860074584
2025-10-26 00:09:01.858 +03:00 [DBG] Point 89: u=5.592034923389832, x=0.3852566213878947, y=-0.17210447723214622
2025-10-26 00:09:01.858 +03:00 [DBG] Point 90: u=5.6548667764616285, x=0.4045084971874739, y=-0.1587020181189676
2025-10-26 00:09:01.858 +03:00 [DBG] Point 91: u=5.717698629533424, x=0.42216396275100765, y=-0.14467323464432902
2025-10-26 00:09:01.858 +03:00 [DBG] Point 92: u=5.7805304826052195, x=0.4381533400219318, y=-0.13007349200746315
2025-10-26 00:09:01.858 +03:00 [DBG] Point 93: u=5.843362335677016, x=0.45241352623300984, y=-0.1149604087225695
2025-10-26 00:09:01.858 +03:00 [DBG] Point 94: u=5.906194188748811, x=0.46488824294412573, y=-0.09939362922486303
2025-10-26 00:09:01.858 +03:00 [DBG] Point 95: u=5.969026041820608, x=0.4755282581475769, y=-0.08343458848123564
2025-10-26 00:09:01.858 +03:00 [DBG] Point 96: u=6.031857894892403, x=0.4842915805643156, y=-0.06714626953451072
2025-10-26 00:09:01.858 +03:00 [DBG] Point 97: u=6.094689747964199, x=0.49114362536434436, y=-0.05059295493814567
2025-10-26 00:09:01.858 +03:00 [DBG] Point 98: u=6.157521601035995, x=0.49605735065723894, y=-0.03383997306236203
2025-10-26 00:09:01.858 +03:00 [DBG] Point 99: u=6.220353454107791, x=0.4990133642141358, y=-0.016953440272914583
2025-10-26 00:09:01.858 +03:00 [DBG] Point 100: u=6.283185307179587, x=0.5, y=1.7367724616507675E-16
2025-10-26 00:09:01.863 +03:00 [INF] Minimum x: -0.5, Minimum y: -0.27
2025-10-26 00:09:01.863 +03:00 [DBG] Adjusted Point 0: x'=1, y'=0.27000001072883606
2025-10-26 00:09:01.863 +03:00 [DBG] Adjusted Point 1: x'=0.999013364315033, y'=0.2869534492492676
2025-10-26 00:09:01.863 +03:00 [DBG] Adjusted Point 2: x'=0.996057391166687, y'=0.3038399815559387
2025-10-26 00:09:01.863 +03:00 [DBG] Adjusted Point 3: x'=0.9911435842514038, y'=0.3205929696559906
2025-10-26 00:09:01.863 +03:00 [DBG] Adjusted Point 4: x'=0.9842915534973145, y'=0.3371462821960449
2025-10-26 00:09:01.863 +03:00 [DBG] Adjusted Point 5: x'=0.9755282402038574, y'=0.35343459248542786
2025-10-26 00:09:01.863 +03:00 [DBG] Adjusted Point 6: x'=0.9648882150650024, y'=0.36939364671707153
2025-10-26 00:09:01.863 +03:00 [DBG] Adjusted Point 7: x'=0.9524135589599609, y'=0.384960412979126
2025-10-26 00:09:01.863 +03:00 [DBG] Adjusted Point 8: x'=0.9381533265113831, y'=0.40007349848747253
2025-10-26 00:09:01.863 +03:00 [DBG] Adjusted Point 9: x'=0.9221639633178711, y'=0.41467323899269104
2025-10-26 00:09:01.863 +03:00 [DBG] Adjusted Point 10: x'=0.9045084714889526, y'=0.4287020266056061
2025-10-26 00:09:01.863 +03:00 [DBG] Adjusted Point 11: x'=0.8852566480636597, y'=0.4421044886112213
2025-10-26 00:09:01.863 +03:00 [DBG] Adjusted Point 12: x'=0.8644843101501465, y'=0.4548277258872986
2025-10-26 00:09:01.863 +03:00 [DBG] Adjusted Point 13: x'=0.8422735929489136, y'=0.466821551322937
2025-10-26 00:09:01.863 +03:00 [DBG] Adjusted Point 14: x'=0.8187119960784912, y'=0.47803857922554016
2025-10-26 00:09:01.863 +03:00 [DBG] Adjusted Point 15: x'=0.7938926219940186, y'=0.4884346127510071
2025-10-26 00:09:01.863 +03:00 [DBG] Adjusted Point 16: x'=0.7679134011268616, y'=0.49796855449676514
2025-10-26 00:09:01.864 +03:00 [DBG] Adjusted Point 17: x'=0.7408768534660339, y'=0.5066028237342834
2025-10-26 00:09:01.864 +03:00 [DBG] Adjusted Point 18: x'=0.7128896713256836, y'=0.5143033266067505
2025-10-26 00:09:01.864 +03:00 [DBG] Adjusted Point 19: x'=0.6840622425079346, y'=0.5210396647453308
2025-10-26 00:09:01.864 +03:00 [DBG] Adjusted Point 20: x'=0.6545084714889526, y'=0.5267852544784546
2025-10-26 00:09:01.864 +03:00 [DBG] Adjusted Point 21: x'=0.6243449449539185, y'=0.531517505645752
2025-10-26 00:09:01.864 +03:00 [DBG] Adjusted Point 22: x'=0.5936906337738037, y'=0.5352175831794739
2025-10-26 00:09:01.864 +03:00 [DBG] Adjusted Point 23: x'=0.5626665949821472, y'=0.5378710031509399
2025-10-26 00:09:01.864 +03:00 [DBG] Adjusted Point 24: x'=0.5313952565193176, y'=0.5394672155380249
2025-10-26 00:09:01.864 +03:00 [DBG] Adjusted Point 25: x'=0.5, y'=0.5400000214576721
2025-10-26 00:09:01.864 +03:00 [DBG] Adjusted Point 26: x'=0.4686047434806824, y'=0.5394672155380249
2025-10-26 00:09:01.864 +03:00 [DBG] Adjusted Point 27: x'=0.4373333752155304, y'=0.5378710031509399
2025-10-26 00:09:01.864 +03:00 [DBG] Adjusted Point 28: x'=0.4063093364238739, y'=0.5352175831794739
2025-10-26 00:09:01.864 +03:00 [DBG] Adjusted Point 29: x'=0.37565505504608154, y'=0.531517505645752
2025-10-26 00:09:01.864 +03:00 [DBG] Adjusted Point 30: x'=0.345491498708725, y'=0.5267852544784546
2025-10-26 00:09:01.864 +03:00 [DBG] Adjusted Point 31: x'=0.31593772768974304, y'=0.5210396647453308
2025-10-26 00:09:01.864 +03:00 [DBG] Adjusted Point 32: x'=0.2871103584766388, y'=0.5143033266067505
2025-10-26 00:09:01.864 +03:00 [DBG] Adjusted Point 33: x'=0.25912314653396606, y'=0.5066028237342834
2025-10-26 00:09:01.864 +03:00 [DBG] Adjusted Point 34: x'=0.23208659887313843, y'=0.49796855449676514
2025-10-26 00:09:01.864 +03:00 [DBG] Adjusted Point 35: x'=0.20610737800598145, y'=0.4884346127510071
2025-10-26 00:09:01.864 +03:00 [DBG] Adjusted Point 36: x'=0.1812880039215088, y'=0.47803857922554016
2025-10-26 00:09:01.864 +03:00 [DBG] Adjusted Point 37: x'=0.1577264368534088, y'=0.466821551322937
2025-10-26 00:09:01.865 +03:00 [DBG] Adjusted Point 38: x'=0.13551568984985352, y'=0.4548277258872986
2025-10-26 00:09:01.865 +03:00 [DBG] Adjusted Point 39: x'=0.11474338173866272, y'=0.4421044886112213
2025-10-26 00:09:01.865 +03:00 [DBG] Adjusted Point 40: x'=0.09549149870872498, y'=0.4287020266056061
2025-10-26 00:09:01.865 +03:00 [DBG] Adjusted Point 41: x'=0.0778360366821289, y'=0.41467323899269104
2025-10-26 00:09:01.865 +03:00 [DBG] Adjusted Point 42: x'=0.06184667348861694, y'=0.40007349848747253
2025-10-26 00:09:01.865 +03:00 [DBG] Adjusted Point 43: x'=0.04758647084236145, y'=0.384960412979126
2025-10-26 00:09:01.865 +03:00 [DBG] Adjusted Point 44: x'=0.03511175513267517, y'=0.36939364671707153
2025-10-26 00:09:01.865 +03:00 [DBG] Adjusted Point 45: x'=0.02447172999382019, y'=0.35343459248542786
2025-10-26 00:09:01.865 +03:00 [DBG] Adjusted Point 46: x'=0.01570841670036316, y'=0.3371462821960449
2025-10-26 00:09:01.865 +03:00 [DBG] Adjusted Point 47: x'=0.008856385946273804, y'=0.3205929696559906
2025-10-26 00:09:01.865 +03:00 [DBG] Adjusted Point 48: x'=0.003942638635635376, y'=0.3038399815559387
2025-10-26 00:09:01.865 +03:00 [DBG] Adjusted Point 49: x'=0.000986635684967041, y'=0.2869534492492676
2025-10-26 00:09:01.865 +03:00 [DBG] Adjusted Point 50: x'=0, y'=0.27000001072883606
2025-10-26 00:09:01.865 +03:00 [DBG] Adjusted Point 51: x'=0.000986635684967041, y'=0.25304657220840454
2025-10-26 00:09:01.865 +03:00 [DBG] Adjusted Point 52: x'=0.003942638635635376, y'=0.2361600399017334
2025-10-26 00:09:01.865 +03:00 [DBG] Adjusted Point 53: x'=0.008856385946273804, y'=0.21940705180168152
2025-10-26 00:09:01.866 +03:00 [DBG] Adjusted Point 54: x'=0.01570841670036316, y'=0.2028537392616272
2025-10-26 00:09:01.866 +03:00 [DBG] Adjusted Point 55: x'=0.02447172999382019, y'=0.18656542897224426
2025-10-26 00:09:01.866 +03:00 [DBG] Adjusted Point 56: x'=0.03511175513267517, y'=0.17060637474060059
2025-10-26 00:09:01.866 +03:00 [DBG] Adjusted Point 57: x'=0.04758647084236145, y'=0.15503960847854614
2025-10-26 00:09:01.866 +03:00 [DBG] Adjusted Point 58: x'=0.06184667348861694, y'=0.13992652297019958
2025-10-26 00:09:01.866 +03:00 [DBG] Adjusted Point 59: x'=0.0778360366821289, y'=0.12532678246498108
2025-10-26 00:09:01.866 +03:00 [DBG] Adjusted Point 60: x'=0.09549149870872498, y'=0.11129799485206604
2025-10-26 00:09:01.866 +03:00 [DBG] Adjusted Point 61: x'=0.11474338173866272, y'=0.0978955328464508
2025-10-26 00:09:01.866 +03:00 [DBG] Adjusted Point 62: x'=0.13551568984985352, y'=0.08517229557037354
2025-10-26 00:09:01.866 +03:00 [DBG] Adjusted Point 63: x'=0.1577264368534088, y'=0.0731784850358963
2025-10-26 00:09:01.866 +03:00 [DBG] Adjusted Point 64: x'=0.1812880039215088, y'=0.06196144223213196
2025-10-26 00:09:01.866 +03:00 [DBG] Adjusted Point 65: x'=0.20610737800598145, y'=0.05156542360782623
2025-10-26 00:09:01.866 +03:00 [DBG] Adjusted Point 66: x'=0.23208659887313843, y'=0.04203146696090698
2025-10-26 00:09:01.866 +03:00 [DBG] Adjusted Point 67: x'=0.25912314653396606, y'=0.033397212624549866
2025-10-26 00:09:01.866 +03:00 [DBG] Adjusted Point 68: x'=0.2871103584766388, y'=0.025696709752082825
2025-10-26 00:09:01.866 +03:00 [DBG] Adjusted Point 69: x'=0.31593772768974304, y'=0.01896035671234131
2025-10-26 00:09:01.866 +03:00 [DBG] Adjusted Point 70: x'=0.345491498708725, y'=0.013214737176895142
2025-10-26 00:09:01.866 +03:00 [DBG] Adjusted Point 71: x'=0.37565505504608154, y'=0.008482545614242554
2025-10-26 00:09:01.866 +03:00 [DBG] Adjusted Point 72: x'=0.4063093364238739, y'=0.004782438278198242
2025-10-26 00:09:01.866 +03:00 [DBG] Adjusted Point 73: x'=0.4373333752155304, y'=0.0021290481090545654
2025-10-26 00:09:01.867 +03:00 [DBG] Adjusted Point 74: x'=0.4686047434806824, y'=0.0005328059196472168
2025-10-26 00:09:01.867 +03:00 [DBG] Adjusted Point 75: x'=0.5, y'=0
2025-10-26 00:09:01.867 +03:00 [DBG] Adjusted Point 76: x'=0.5313952565193176, y'=0.0005328059196472168
2025-10-26 00:09:01.867 +03:00 [DBG] Adjusted Point 77: x'=0.5626665949821472, y'=0.0021290481090545654
2025-10-26 00:09:01.867 +03:00 [DBG] Adjusted Point 78: x'=0.5936906337738037, y'=0.004782438278198242
2025-10-26 00:09:01.867 +03:00 [DBG] Adjusted Point 79: x'=0.6243449449539185, y'=0.008482545614242554
2025-10-26 00:09:01.867 +03:00 [DBG] Adjusted Point 80: x'=0.6545084714889526, y'=0.013214737176895142
2025-10-26 00:09:01.867 +03:00 [DBG] Adjusted Point 81: x'=0.6840622425079346, y'=0.01896035671234131
2025-10-26 00:09:01.867 +03:00 [DBG] Adjusted Point 82: x'=0.7128896713256836, y'=0.025696709752082825
2025-10-26 00:09:01.867 +03:00 [DBG] Adjusted Point 83: x'=0.7408768534660339, y'=0.033397212624549866
2025-10-26 00:09:01.867 +03:00 [DBG] Adjusted Point 84: x'=0.7679134011268616, y'=0.04203146696090698
2025-10-26 00:09:01.867 +03:00 [DBG] Adjusted Point 85: x'=0.7938926219940186, y'=0.05156542360782623
2025-10-26 00:09:01.867 +03:00 [DBG] Adjusted Point 86: x'=0.8187119960784912, y'=0.06196144223213196
2025-10-26 00:09:01.867 +03:00 [DBG] Adjusted Point 87: x'=0.8422735929489136, y'=0.0731784850358963
2025-10-26 00:09:01.867 +03:00 [DBG] Adjusted Point 88: x'=0.8644843101501465, y'=0.08517229557037354
2025-10-26 00:09:01.867 +03:00 [DBG] Adjusted Point 89: x'=0.8852566480636597, y'=0.0978955328464508
2025-10-26 00:09:01.867 +03:00 [DBG] Adjusted Point 90: x'=0.9045084714889526, y'=0.11129799485206604
2025-10-26 00:09:01.867 +03:00 [DBG] Adjusted Point 91: x'=0.9221639633178711, y'=0.12532678246498108
2025-10-26 00:09:01.867 +03:00 [DBG] Adjusted Point 92: x'=0.9381533265113831, y'=0.13992652297019958
2025-10-26 00:09:01.867 +03:00 [DBG] Adjusted Point 93: x'=0.9524135589599609, y'=0.15503960847854614
2025-10-26 00:09:01.867 +03:00 [DBG] Adjusted Point 94: x'=0.9648882150650024, y'=0.17060637474060059
2025-10-26 00:09:01.867 +03:00 [DBG] Adjusted Point 95: x'=0.9755282402038574, y'=0.18656542897224426
2025-10-26 00:09:01.867 +03:00 [DBG] Adjusted Point 96: x'=0.9842915534973145, y'=0.2028537392616272
2025-10-26 00:09:01.868 +03:00 [DBG] Adjusted Point 97: x'=0.9911435842514038, y'=0.21940705180168152
2025-10-26 00:09:01.868 +03:00 [DBG] Adjusted Point 98: x'=0.996057391166687, y'=0.2361600399017334
2025-10-26 00:09:01.868 +03:00 [DBG] Adjusted Point 99: x'=0.999013364315033, y'=0.25304657220840454
2025-10-26 00:09:01.868 +03:00 [INF] Maximum x: 1, Maximum y: 0.54
2025-10-26 00:09:01.868 +03:00 [INF] Scaling factors - sx: 1230, sy: 1240.74072265625, chosen s: 1230
2025-10-26 00:09:01.870 +03:00 [DBG] Scaled Point 0: x''=0.921875, y''=-0.077499986
2025-10-26 00:09:01.870 +03:00 [DBG] Scaled Point 1: x''=0.91997886, y''=-0.019575775
2025-10-26 00:09:01.870 +03:00 [DBG] Scaled Point 2: x''=0.9142978, y''=0.038119912
2025-10-26 00:09:01.870 +03:00 [DBG] Scaled Point 3: x''=0.90485406, y''=0.095359325
2025-10-26 00:09:01.871 +03:00 [DBG] Scaled Point 4: x''=0.89168525, y''=0.1519165
2025-10-26 00:09:01.871 +03:00 [DBG] Scaled Point 5: x''=0.87484336, y''=0.20756817
2025-10-26 00:09:01.871 +03:00 [DBG] Scaled Point 6: x''=0.85439456, y''=0.26209497
2025-10-26 00:09:01.871 +03:00 [DBG] Scaled Point 7: x''=0.8304198, y''=0.3152814
2025-10-26 00:09:01.871 +03:00 [DBG] Scaled Point 8: x''=0.80301344, y''=0.36691773
2025-10-26 00:09:01.871 +03:00 [DBG] Scaled Point 9: x''=0.7722839, y''=0.41680026
2025-10-26 00:09:01.871 +03:00 [DBG] Scaled Point 10: x''=0.7383522, y''=0.4647318
2025-10-26 00:09:01.871 +03:00 [DBG] Scaled Point 11: x''=0.7013527, y''=0.5105237
2025-10-26 00:09:01.871 +03:00 [DBG] Scaled Point 12: x''=0.6614307, y''=0.5539948
2025-10-26 00:09:01.871 +03:00 [DBG] Scaled Point 13: x''=0.6187445, y''=0.59497356
2025-10-26 00:09:01.871 +03:00 [DBG] Scaled Point 14: x''=0.5734621, y''=0.6332984
2025-10-26 00:09:01.871 +03:00 [DBG] Scaled Point 15: x''=0.5257623, y''=0.66881835
2025-10-26 00:09:01.871 +03:00 [DBG] Scaled Point 16: x''=0.47583365, y''=0.70139265
2025-10-26 00:09:01.871 +03:00 [DBG] Scaled Point 17: x''=0.4238727, y''=0.7308929
2025-10-26 00:09:01.871 +03:00 [DBG] Scaled Point 18: x''=0.37008488, y''=0.757203
2025-10-26 00:09:01.871 +03:00 [DBG] Scaled Point 19: x''=0.31468213, y''=0.78021884
2025-10-26 00:09:01.871 +03:00 [DBG] Scaled Point 20: x''=0.25788343, y''=0.7998496
2025-10-26 00:09:01.871 +03:00 [DBG] Scaled Point 21: x''=0.1999129, y''=0.8160182
